State Name,Year,Dist Code,State Code,RICE AREA (1000 ha),RICE PRODUCTION (1000 tons),RICE YIELD (Kg per ha),WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha),KHARIF SORGHUM AREA (1000 ha),KHARIF SORGHUM PRODUCTION (1000 tons),KHARIF SORGHUM YIELD (Kg per ha),RABI SORGHUM AREA (1000 ha),RABI SORGHUM PRODUCTION (1000 tons),RABI SORGHUM YIELD (Kg per ha),SORGHUM AREA (1000 ha),SORGHUM PRODUCTION (1000 tons),SORGHUM YIELD (Kg per ha),PEARL MILLET AREA (1000 ha),PEARL MILLET PRODUCTION (1000 tons),PEARL MILLET YIELD (Kg per ha),MAIZE AREA (1000 ha),MAIZE PRODUCTION (1000 tons),MAIZE YIELD (Kg per ha),FINGER MILLET AREA (1000 ha),FINGER MILLET PRODUCTION (1000 tons),FINGER MILLET YIELD (Kg per ha),BARLEY AREA (1000 ha),BARLEY PRODUCTION (1000 tons),BARLEY YIELD (Kg per ha),CHICKPEA AREA (1000 ha),CHICKPEA PRODUCTION (1000 tons),CHICKPEA YIELD (Kg per ha),PIGEONPEA AREA (1000 ha),PIGEONPEA PRODUCTION (1000 tons),PIGEONPEA YIELD (Kg per ha),MINOR PULSES AREA (1000 ha),MINOR PULSES PRODUCTION (1000 tons),MINOR PULSES YIELD (Kg per ha),GROUNDNUT AREA (1000 ha),GROUNDNUT PRODUCTION (1000 tons),GROUNDNUT YIELD (Kg per ha),SESAMUM AREA (1000 ha),SESAMUM PRODUCTION (1000 tons),SESAMUM YIELD (Kg per ha),RAPESEED AND MUSTARD AREA (1000 ha),RAPESEED AND MUSTARD PRODUCTION (1000 tons),RAPESEED AND MUSTARD YIELD (Kg per ha),SAFFLOWER AREA (1000 ha),SAFFLOWER PRODUCTION (1000 tons),SAFFLOWER YIELD (Kg per ha),CASTOR AREA (1000 ha),CASTOR PRODUCTION (1000 tons),CASTOR YIELD (Kg per ha),LINSEED AREA (1000 ha),LINSEED PRODUCTION (1000 tons),LINSEED YIELD (Kg per ha),SUNFLOWER AREA (1000 ha),SUNFLOWER PRODUCTION (1000 tons),SUNFLOWER YIELD (Kg per ha),SOYABEAN AREA (1000 ha),SOYABEAN PRODUCTION (1000 tons),SOYABEAN YIELD (Kg per ha),OILSEEDS AREA (1000 ha),OILSEEDS PRODUCTION (1000 tons),OILSEEDS YIELD (Kg per ha),SUGARCANE AREA (1000 ha),SUGARCANE PRODUCTION (1000 tons),SUGARCANE YIELD (Kg per ha),COTTON AREA (1000 ha),COTTON PRODUCTION (1000 tons),COTTON YIELD (Kg per ha),FRUITS AREA (1000 ha),VEGETABLES AREA (1000 ha),FRUITS AND VEGETABLES AREA (1000 ha),POTATOES AREA (1000 ha),ONION AREA (1000 ha),FODDER AREA (1000 ha),subdivision,YEAR,JUN,JUL,AUG,SEP
andhra pradesh,1966,49.0,1.0,218.27272727272728,292.1818181818182,1345.7281818181818,0.22727272727272727,0.05454545454545454,128.41727272727275,48.35454545454545,25.463636363636365,550.5881818181819,43.93636363636364,20.663636363636364,457.08818181818185,92.29090909090908,46.127272727272725,525.9054545454545,40.90909090909091,23.254545454545454,614.15,0.8181818181818182,0.6454545454545454,822.7272727272727,24.363636363636363,21.272727272727273,915.9290909090909,0.0,0.0,0.0,1.4636363636363638,0.4636363636363636,265.15090909090907,7.909090909090909,3.5454545454545454,493.70363636363635,44.46272727272728,6.967272727272728,149.94454545454545,78.72727272727273,63.0,847.5654545454545,11.381818181818183,3.872727272727273,328.9309090909091,0.02727272727272728,0.0,0.0,0.5681818181818182,0.07454545454545455,38.342727272727274,4.2,0.5,104.34363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.9709090909091,67.44727272727273,648.2381818181818,7.372727272727272,60.709090909090904,7930.327272727273,20.0,1.3363636363636362,37.57272727272727,16.08727272727273,4.612727272727273,20.69909090909091,0.017272727272727273,0.8927272727272727,11.688181818181818,andhra pradesh,1966,72.33333333333333,197.5666666666667,145.96666666666667,162.26666666666668
andhra pradesh,1967,49.0,1.0,220.1818181818182,302.09090909090907,1337.3554545454544,0.23636363636363633,0.045454545454545456,34.63272727272727,42.26363636363636,20.745454545454546,508.8027272727273,46.13636363636363,24.88181818181818,550.8645454545455,88.39999999999999,45.627272727272725,540.7018181818181,34.27272727272727,21.727272727272727,649.2409090909091,0.9,1.0272727272727271,1193.1818181818182,22.181818181818183,21.90909090909091,933.4936363636364,0.0,0.0,0.0,1.9636363636363638,0.5636363636363636,286.86727272727273,7.545454545454546,4.2727272727272725,587.3436363636364,44.582727272727276,6.663636363636363,141.97636363636363,95.36363636363636,75.9090909090909,805.2645454545454,9.50909090909091,2.4545454545454546,262.42636363636365,0.02727272727272728,0.0,0.0,0.6645454545454546,0.07545454545454545,37.56727272727273,3.8636363636363638,0.5363636363636364,95.85909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.2009090909091,78.80363636363637,629.080909090909,8.254545454545454,70.05454545454546,8201.141818181817,20.254545454545454,1.3727272727272728,71.58090909090909,16.042727272727273,3.7545454545454544,19.797272727272727,0.022727272727272728,0.9600000000000001,10.838181818181818,andhra pradesh,1967,99.39999999999999,205.1,104.93333333333334,134.9
andhra pradesh,1968,49.0,1.0,203.52727272727273,250.36363636363637,1212.8963636363637,0.32727272727272727,0.09090909090909091,146.8318181818182,50.98181818181818,21.536363636363635,448.6554545454546,55.04545454545455,27.736363636363638,513.6054545454546,106.02727272727272,49.27272727272727,493.3836363636364,33.93636363636364,17.818181818181817,540.1309090909091,0.881818181818182,0.8363636363636363,737.7345454545455,22.045454545454547,16.181818181818183,638.1727272727272,0.0,0.0,0.0,2.1363636363636362,0.6272727272727273,311.4563636363636,6.827272727272727,3.6363636363636362,544.4581818181819,54.88545454545454,7.715454545454546,132.17181818181817,82.98181818181818,65.56363636363636,858.2063636363637,7.236363636363637,1.6090909090909091,228.6527272727273,0.009090909090909092,0.0,0.0,0.59,0.08090909090909092,49.848181818181814,3.063636363636363,0.36363636363636365,89.57272727272726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.7690909090909,67.26363636363637,631.7272727272727,11.036363636363637,88.44545454545454,7784.4118181818185,18.236363636363635,1.0272727272727273,38.092727272727274,16.741818181818182,3.7609090909090908,20.502727272727274,0.012727272727272726,0.8990909090909092,9.487272727272726,andhra pradesh,1968,61.366666666666674,129.66666666666666,28.900000000000002,177.46666666666667
andhra pradesh,1969,49.0,1.0,227.11818181818182,280.5090909090909,1268.7545454545455,0.3181818181818182,0.08181818181818182,174.28272727272727,45.80909090909091,20.99090909090909,530.9272727272727,44.36363636363637,18.08181818181818,400.91727272727275,90.17272727272727,39.07272727272727,461.68454545454546,33.31818181818182,19.018181818181816,628.65,0.9,1.1090909090909091,1024.040909090909,21.736363636363635,19.29090909090909,941.9863636363636,0.0,0.0,0.0,1.9727272727272727,0.5636363636363636,239.98727272727274,6.763636363636365,1.9272727272727272,282.4227272727273,51.01727272727272,6.641818181818182,126.30727272727273,94.34545454545454,74.08181818181818,817.32,10.054545454545455,2.972727272727273,277.3127272727273,0.009090909090909092,0.0,0.0,0.610909090909091,0.08636363636363636,43.48545454545455,3.572727272727273,0.6181818181818182,114.03363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.87818181818183,77.75909090909092,649.6918181818181,11.69090909090909,83.41818181818182,7049.737272727273,20.33636363636364,0.9545454545454546,47.64909090909091,17.043636363636363,3.933636363636364,20.974545454545453,0.013636363636363636,1.02,11.616363636363637,andhra pradesh,1969,78.23333333333333,168.79999999999998,137.03333333333333,122.56666666666666
andhra pradesh,1970,49.0,1.0,225.74545454545452,312.24545454545455,1361.6936363636362,0.24545454545454548,0.20909090909090908,549.5863636363637,41.96363636363636,15.063636363636363,367.07363636363635,42.29090909090909,14.781818181818181,360.42636363636365,84.25454545454545,29.845454545454547,375.42,31.545454545454547,19.990909090909092,656.5090909090909,0.7999999999999999,1.0272727272727273,1242.1054545454544,19.11818181818182,17.436363636363637,928.7627272727273,0.0,0.0,0.0,1.4545454545454546,0.6454545454545454,408.22818181818184,7.263636363636363,2.4,346.90727272727275,48.31363636363637,18.616363636363637,344.7890909090909,108.43636363636364,82.60000000000001,844.6018181818181,11.10909090909091,3.272727272727273,285.26454545454544,0.018181818181818184,0.0,0.0,0.7718181818181818,0.37000000000000005,131.54545454545453,3.790909090909091,0.45454545454545453,90.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.67909090909092,86.69727272727272,660.3936363636363,8.645454545454545,68.80909090909091,7612.96090909091,19.472727272727273,1.1090909090909091,46.82909090909091,17.125454545454545,3.6263636363636365,20.752727272727274,0.011818181818181818,1.0063636363636363,10.207272727272727,andhra pradesh,1970,125.83333333333333,121.43333333333334,242.29999999999998,140.20000000000002
andhra pradesh,1971,49.0,1.0,215.27272727272728,350.3363636363636,1637.841818181818,0.23636363636363636,0.14545454545454545,258.95272727272726,38.627272727272725,18.16363636363636,447.4372727272728,44.27272727272727,20.527272727272727,458.3627272727272,82.9,38.690909090909095,505.1281818181818,27.063636363636363,17.28181818181818,643.78,0.8,0.8727272727272727,1020.4636363636364,21.154545454545453,22.59090909090909,1070.109090909091,0.0,0.0,0.0,1.190909090909091,0.5090909090909091,327.82363636363635,6.118181818181818,1.2636363636363637,207.1772727272727,45.36636363636364,15.96,324.33090909090913,108.15454545454546,88.98181818181818,909.8327272727273,13.80909090909091,2.2636363636363637,153.75636363636363,0.03636363636363636,0.009090909090909092,30.30272727272727,0.9972727272727273,0.25,74.49636363636364,2.9272727272727277,0.33636363636363636,89.03545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128.4618181818182,91.8409090909091,647.9981818181818,8.518181818181818,84.94545454545454,9655.886363636364,21.172727272727272,1.7363636363636366,98.47545454545455,16.848181818181818,3.193636363636364,20.04090909090909,0.024545454545454547,0.8672727272727272,8.32,andhra pradesh,1971,77.3,70.63333333333334,131.13333333333333,122.63333333333333
andhra pradesh,1972,49.0,1.0,206.1818181818182,320.3181818181818,1523.5127272727273,0.33636363636363636,0.19999999999999998,341.9918181818182,41.39090909090909,15.381818181818181,389.96090909090907,37.39090909090909,17.472727272727273,419.61454545454546,78.78181818181818,32.85454545454545,432.4372727272728,24.836363636363636,13.836363636363636,580.4863636363635,0.9727272727272728,1.0818181818181818,1031.8727272727274,18.536363636363635,20.272727272727273,1063.5954545454545,0.0,0.0,0.0,1.2727272727272727,0.3181818181818182,120.00363636363636,5.836363636363637,1.3818181818181818,231.8618181818182,48.22545454545455,16.663636363636364,324.13000000000005,90.1,75.0909090909091,871.2427272727273,9.209090909090909,1.3181818181818181,143.36363636363637,0.009090909090909092,0.0,0.0,0.9,0.26363636363636367,92.59454545454545,2.5999999999999996,0.35454545454545455,109.67363636363638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.12272727272726,77.02727272727272,611.9518181818182,9.727272727272727,84.53636363636363,8548.142727272729,18.018181818181816,1.2636363636363634,74.29363636363635,17.490909090909092,3.502727272727273,20.990909090909092,0.013636363636363636,0.9927272727272727,8.030909090909091,andhra pradesh,1972,115.89999999999999,89.8,52.0,117.96666666666665
andhra pradesh,1973,49.0,1.0,212.1181818181818,351.1636363636364,1611.992727272727,0.3181818181818182,0.19090909090909092,199.85636363636365,37.11818181818182,13.981818181818182,398.2981818181818,51.38181818181818,27.818181818181817,543.1118181818182,88.5,41.800000000000004,500.5181818181818,30.663636363636364,24.5,867.3581818181818,0.9,1.3454545454545455,1459.729090909091,18.39090909090909,21.845454545454547,1177.6772727272728,0.0,0.0,0.0,1.0363636363636364,0.41818181818181815,243.3972727272727,6.945454545454546,1.1636363636363638,209.0936363636364,50.61545454545455,18.349090909090908,347.99363636363637,99.84545454545454,100.71818181818183,1069.53,10.927272727272728,2.5272727272727273,220.4790909090909,0.02727272727272728,0.009090909090909092,90.9090909090909,0.7727272727272727,0.20909090909090908,92.73,4.245454545454546,0.7000000000000001,172.1118181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.7409090909091,104.16363636363636,784.2554545454545,11.590909090909092,97.54545454545455,8076.100909090909,32.38181818181818,4.581818181818182,145.49363636363637,17.724545454545453,4.183636363636364,21.90909090909091,0.007272727272727273,0.9809090909090908,9.618181818181817,andhra pradesh,1973,80.26666666666667,125.83333333333333,206.0,117.16666666666667
andhra pradesh,1974,49.0,1.0,227.15454545454543,375.8,1579.0063636363636,0.5636363636363636,0.3272727272727273,287.44545454545454,37.20909090909091,16.681818181818183,479.48636363636365,49.372727272727275,35.85454545454545,767.2036363636363,86.58181818181818,52.53636363636363,643.8018181818181,29.818181818181817,19.645454545454545,698.8681818181818,1.2090909090909092,1.9454545454545453,1451.9018181818183,20.945454545454545,24.763636363636365,1173.1554545454544,0.0,0.0,0.0,1.5454545454545454,0.6454545454545454,323.24545454545455,6.609090909090909,1.2454545454545456,183.39272727272726,48.78272727272727,18.934545454545454,357.9409090909091,107.83636363636364,104.75454545454545,1014.4654545454545,10.890909090909092,2.8727272727272726,242.82454545454547,0.02727272727272728,0.0,0.0,0.8636363636363636,0.21818181818181817,79.93,5.3,0.9545454545454546,135.10636363636365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,127.27363636363636,108.8,786.9590909090908,12.318181818181818,90.76363636363637,6333.703636363637,27.39090909090909,6.927272727272728,205.37818181818182,16.55636363636364,4.944545454545454,21.502727272727274,0.011818181818181818,1.0072727272727273,8.969999999999999,andhra pradesh,1974,85.5,98.06666666666666,113.83333333333333,183.86666666666667
andhra pradesh,1975,49.0,1.0,240.9,396.6818181818182,1614.0845454545454,0.43636363636363634,0.30909090909090914,554.4754545454545,37.663636363636364,11.990909090909092,326.61727272727273,41.336363636363636,22.427272727272726,619.1636363636363,79.0,34.41818181818182,478.49636363636364,32.86363636363637,24.00909090909091,759.9690909090909,1.0999999999999999,1.781818181818182,1641.4454545454546,22.20909090909091,28.50909090909091,1299.2881818181818,0.0,0.0,0.0,2.2545454545454544,1.0,441.94545454545454,7.327272727272727,1.4454545454545455,221.15636363636366,48.71363636363637,18.632727272727273,347.98636363636365,100.34545454545454,84.41818181818182,866.929090909091,8.218181818181819,1.9636363636363638,219.97363636363636,0.02727272727272728,0.009090909090909092,45.45454545454545,0.7909090909090909,0.32727272727272727,115.6281818181818,2.618181818181818,0.32727272727272727,63.460909090909084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.53545454545453,87.04545454545455,651.2872727272727,10.772727272727273,77.89999999999999,7405.45,15.19090909090909,3.3000000000000003,133.67636363636365,16.901818181818182,4.593636363636364,21.493636363636366,0.007272727272727273,0.8481818181818181,11.306363636363635,andhra pradesh,1975,103.63333333333333,185.6,154.33333333333334,219.4333333333333
